age,height_cm,weight_kg,nationality,club,wage_eur,player_positions,pace,shooting,passing,dribbling,defending,physic,average_skill,average_attacking,average_movement,average_power,average_mentality,average_defending,average_goalkeeping,short_name,long_name
26,183,74,Spain,Lazio,78000,"CAM, CM, CF",71.0,76.0,84.0,85.0,49.0,59.0,85.6,73.2,75.6,68.4,60.666666666666664,48.333333333333336,8.6,Luis Alberto,Luis Alberto Romero Alconchel
26,181,71,Brazil,FC Porto,23000,LB,85.0,72.0,84.0,81.0,80.0,76.0,83.6,75.8,79.0,79.0,78.5,80.0,11.6,Alex Telles,Alex Nicolao Telles
27,196,81,Czech Republic,SV Werder Bremen,37000,GK,,,,,,,14.4,17.6,44.0,38.8,21.833333333333332,12.0,80.6,J. Pavlenka,Jiří Pavlenka
27,189,78,Netherlands,Inter,88000,CB,66.0,41.0,62.0,68.0,86.0,74.0,53.8,50.8,66.6,68.2,63.666666666666664,86.33333333333333,10.4,S. de Vrij,Stefan de Vrij
26,175,70,Brazil,West Ham United,125000,LM,89.0,77.0,79.0,89.0,55.0,61.0,80.0,70.6,86.2,67.2,71.66666666666667,50.666666666666664,8.6,Felipe Anderson,Felipe  Anderson Pereira Gomes
36,188,81,Portugal,FC Porto,16000,CB,67.0,51.0,57.0,60.0,85.0,85.0,54.4,53.6,65.4,74.4,66.66666666666667,84.33333333333333,9.4,Pepe,Képler Laveran Lima Ferreira
32,170,61,Portugal,Wolverhampton Wanderers,125000,CM,56.0,75.0,85.0,82.0,71.0,67.0,83.2,77.4,69.8,73.0,76.83333333333333,70.0,13.8,João Moutinho,João Filipe Iria Santos Moutinho
32,188,93,France,AS Saint-Étienne,41000,GK,,,,,,,18.0,16.0,56.0,50.4,34.666666666666664,12.0,81.6,S. Ruffier,Stéphane Ruffier
32,192,80,Italy,Torino,54000,GK,,,,,,,16.6,13.8,57.4,47.8,33.333333333333336,12.666666666666666,81.2,S. Sirigu,Salvatore Sirigu
31,183,73,Slovakia,Dalian YiFang FC,26000,CM,69.0,77.0,83.0,83.0,72.0,69.0,80.4,77.8,74.0,75.6,76.16666666666667,69.0,9.2,M. Hamšík,Marek Hamšík
31,186,85,Greece,Arsenal,115000,CB,72.0,51.0,52.0,60.0,84.0,83.0,47.2,57.4,68.2,73.4,60.5,85.66666666666667,7.2,Sokratis,Sokratis Papastathopoulos
32,179,78,Brazil,Lazio,71000,CDM,62.0,66.0,76.0,78.0,83.0,73.0,71.6,67.6,72.8,73.8,77.33333333333333,82.33333333333333,7.4,Lucas Leiva,Lucas  Pezzini Leiva
30,180,76,Germany,Arsenal,125000,"CAM, RW",70.0,72.0,86.0,84.0,24.0,56.0,83.0,75.2,74.4,61.4,64.83333333333333,19.666666666666668,10.0,M. Özil,Mesut Özil
30,192,86,Spain,FC Bayern München,125000,"CDM, CB",48.0,55.0,69.0,63.0,86.0,83.0,59.0,64.4,56.2,76.0,72.66666666666667,85.33333333333333,9.0,Javi Martínez,Javier Martínez Aginaga
30,183,79,Switzerland,Borussia Mönchengladbach,37000,GK,,,,,,,19.2,16.8,59.2,51.8,35.5,13.333333333333334,82.4,Y. Sommer,Yann Sommer
33,193,80,Bosnia Herzegovina,Roma,75000,ST,60.0,84.0,71.0,75.0,46.0,73.0,70.4,77.6,59.2,76.4,70.33333333333333,34.0,12.6,E. Džeko,Edin Džeko
28,175,69,Netherlands,Liverpool,140000,"CM, CDM",77.0,73.0,78.0,84.0,76.0,78.0,78.4,74.2,80.6,78.6,78.0,74.33333333333333,10.8,G. Wijnaldum,Georginio Wijnaldum
30,186,80,Croatia,FC Bayern München,135000,LM,84.0,80.0,78.0,82.0,62.0,77.0,77.8,80.2,79.6,82.2,74.83333333333333,56.666666666666664,7.6,I. Perišić,Ivan Perišić
33,190,85,Croatia,Juventus,160000,"ST, LW",68.0,80.0,71.0,75.0,65.0,86.0,67.0,81.6,68.4,79.4,79.0,61.0,9.2,M. Mandžukić,Mario Mandžukić
32,180,75,Chile,FC Barcelona,205000,"CM, CDM",67.0,79.0,80.0,78.0,85.0,86.0,76.8,78.6,73.8,84.0,84.5,85.66666666666667,3.2,A. Vidal,Arturo Vidal
30,192,90,Germany,FC Bayern München,125000,CB,66.0,50.0,72.0,65.0,84.0,82.0,60.2,63.0,64.0,73.2,68.83333333333333,85.33333333333333,9.0,J. Boateng,Jérôme Boateng
29,178,76,Spain,Chelsea,145000,"RB, CB",70.0,55.0,77.0,73.0,85.0,76.0,70.4,66.6,74.4,71.6,75.0,86.0,8.6,Azpilicueta,César Azpilicueta Tanco
32,178,73,Spain,Napoli,96000,"RM, RW",89.0,78.0,75.0,83.0,47.0,64.0,71.2,77.8,85.0,74.6,66.83333333333333,42.666666666666664,9.8,José Callejón,José María Callejón Bueno
28,180,80,Germany,Manchester City,180000,"CM, CDM",66.0,74.0,84.0,84.0,72.0,71.0,83.2,72.4,74.4,71.2,79.0,72.0,9.6,I. Gündoğan,İlkay Gündoğan
30,183,80,Brazil,Guangzhou Evergrande Taobao FC,43000,"CM, CAM, CDM",72.0,81.0,77.0,80.0,78.0,85.0,76.4,77.6,73.8,85.8,79.33333333333333,76.33333333333333,11.4,Paulinho,José Paulo Bezzera Maciel Júnior
29,183,70,England,Manchester City,165000,RB,91.0,63.0,76.0,77.0,81.0,81.0,75.8,68.2,80.0,80.8,72.33333333333333,81.66666666666667,11.4,K. Walker,Kyle Walker
28,176,65,Spain,Real Betis,44000,"CAM, CM, CF",78.0,79.0,83.0,81.0,51.0,66.0,81.4,70.4,76.6,67.6,71.16666666666667,50.0,13.6,Canales,Sergio Canales Madrazo
28,172,70,Brazil,Juventus,155000,"LM, RW, LW",94.0,73.0,79.0,91.0,43.0,61.0,82.0,71.0,90.4,71.0,69.0,39.0,10.8,Douglas Costa,Douglas Costa de Souza
29,177,72,Portugal,SL Benfica,26000,"RM, CM",77.0,77.0,84.0,81.0,63.0,68.0,81.6,73.0,78.4,73.0,78.83333333333333,61.333333333333336,12.4,Pizzi,Luís Miguel Afonso Fernandes
30,181,76,Serbia,Ajax,36000,"CAM, LW, ST",68.0,80.0,84.0,85.0,41.0,71.0,82.8,79.2,76.6,73.2,72.5,36.0,12.2,D. Tadić,Dušan Tadić
31,190,79,Slovenia,Atalanta,92000,"CF, ST",70.0,84.0,84.0,85.0,43.0,67.0,84.0,77.4,71.2,70.4,72.0,37.0,10.4,J. Iličić,Josip Iličić
28,179,67,Algeria,Manchester City,195000,"RW, RM",84.0,78.0,79.0,89.0,38.0,59.0,83.4,72.0,85.0,69.8,66.83333333333333,32.666666666666664,10.8,R. Mahrez,Riyad Mahrez
29,172,63,Bosnia Herzegovina,Medipol Başakşehir FK,67000,"RM, RW",88.0,79.0,79.0,83.0,47.0,64.0,74.0,72.8,87.8,74.8,69.66666666666667,45.0,12.8,E. Višća,Edin Višća
30,190,83,Brazil,Atlético Madrid,74000,CB,64.0,41.0,57.0,60.0,84.0,87.0,50.0,56.2,62.8,68.8,63.333333333333336,83.33333333333333,10.0,Felipe,Felipe Augusto de Almeida Monteiro
23,189,70,Spain,Napoli,76000,"CM, CDM, CAM",65.0,78.0,78.0,83.0,74.0,69.0,77.0,73.2,70.4,69.2,75.83333333333333,74.33333333333333,12.0,Fabián,Fabián Ruiz Peña
24,188,78,Italy,Milan,46000,CB,63.0,40.0,55.0,66.0,85.0,79.0,53.2,48.6,63.4,68.0,59.5,85.33333333333333,10.4,A. Romagnoli,Alessio Romagnoli
23,177,68,Argentina,Tottenham Hotspur,105000,"CM, CAM, CF",77.0,78.0,82.0,85.0,65.0,72.0,81.4,73.4,79.6,74.0,75.5,63.333333333333336,11.2,G. Lo Celso,Giovani Lo Celso
20,180,69,England,Liverpool,78000,RB,80.0,62.0,82.0,78.0,78.0,70.0,80.4,68.6,78.0,70.0,72.16666666666667,79.33333333333333,11.2,T. Alexander-Arnold,Trent Alexander-Arnold
21,182,85,Serbia,Real Madrid,155000,ST,77.0,82.0,68.0,81.0,29.0,74.0,69.0,78.0,78.2,77.6,64.0,22.333333333333332,9.8,L. Jović,Luka Jović
25,186,78,Poland,Napoli,91000,ST,69.0,85.0,64.0,76.0,39.0,74.0,75.4,74.0,69.0,76.4,67.5,33.666666666666664,12.4,A. Milik,Arkadiusz Milik
23,184,76,France,Manchester United,140000,"LW, ST, LM",89.0,81.0,72.0,86.0,41.0,71.0,74.2,75.0,84.0,76.0,69.16666666666667,36.333333333333336,10.2,A. Martial,Anthony Martial
25,190,80,Brazil,Guangzhou Evergrande Taobao FC,38000,"CAM, RW",77.0,82.0,80.0,81.0,57.0,72.0,83.6,77.8,75.8,76.2,73.0,51.333333333333336,11.8,Anderson Talisca,Anderson Souza Conceição
23,195,97,Germany,Bayer 04 Leverkusen,67000,CB,71.0,27.0,59.0,57.0,83.0,81.0,49.0,46.8,61.6,59.6,59.5,84.66666666666667,9.8,J. Tah,Jonathan Tah
24,181,81,France,FC Bayern München,110000,"CM, CDM",69.0,77.0,79.0,78.0,76.0,79.0,76.8,74.0,74.2,81.2,76.66666666666667,74.66666666666667,10.8,C. Tolisso,Corentin Tolisso
24,189,77,Spain,Roma,38000,GK,,,,,,,23.8,22.6,53.6,48.4,37.333333333333336,16.666666666666668,82.0,Pau López,Pau López Sabata
22,179,68,Portugal,Valencia CF,46000,"LM, ST",90.0,79.0,76.0,84.0,36.0,70.0,76.4,72.6,84.6,75.2,70.0,29.333333333333332,10.0,Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes
24,183,73,Ivory Coast,Arsenal,97000,"RM, RW, ST",91.0,81.0,75.0,85.0,33.0,67.0,77.2,72.4,86.8,75.8,66.83333333333333,29.333333333333332,10.0,N. Pépé,Nicolas Pépé
23,187,91,Switzerland,Borussia Dortmund,77000,CB,78.0,45.0,68.0,72.0,83.0,80.0,60.0,58.0,74.4,71.2,62.833333333333336,82.66666666666667,9.4,M. Akanji,Manuel Obafemi Akanji
21,186,70,England,Manchester United,125000,"ST, LM",92.0,82.0,73.0,84.0,45.0,77.0,77.8,75.6,85.0,80.2,71.33333333333333,40.0,10.6,M. Rashford,Marcus Rashford
25,188,70,England,Manchester City,140000,CB,68.0,36.0,70.0,72.0,84.0,77.0,60.0,56.6,67.4,62.6,67.0,84.0,10.2,J. Stones,John Stones
24,192,80,France,Juventus,120000,"CM, CDM",73.0,74.0,79.0,80.0,77.0,80.0,75.6,74.6,75.8,79.0,77.16666666666667,75.33333333333333,10.4,A. Rabiot,Adrien Rabiot
23,171,69,Spain,SL Benfica,18000,LB,85.0,63.0,79.0,84.0,77.0,71.0,82.4,67.6,84.6,75.0,70.66666666666667,77.33333333333333,10.0,Grimaldo,Alejandro Grimaldo García
23,180,75,Germany,RB Leipzig,70000,ST,92.0,81.0,67.0,83.0,35.0,69.0,68.2,78.6,85.6,73.6,65.33333333333333,26.0,10.0,T. Werner,Timo Werner
23,171,62,France,Atlético Madrid,64000,"LM, CAM, RM",83.0,76.0,82.0,85.0,59.0,67.0,82.4,74.4,83.6,73.4,73.16666666666667,59.0,12.0,T. Lemar,Thomas Lemar
23,187,79,Colombia,Tottenham Hotspur,93000,CB,74.0,45.0,57.0,66.0,83.0,81.0,52.0,52.0,68.2,68.6,61.833333333333336,84.0,9.4,D. Sánchez,Davinson Sánchez
23,182,76,Spain,Real Madrid,180000,"LW, RW",81.0,80.0,82.0,84.0,43.0,62.0,82.4,75.6,79.2,73.6,66.33333333333333,40.333333333333336,10.0,Marco Asensio,Marco Asensio Willemsen
25,178,74,France,Everton,97000,LB,78.0,69.0,79.0,79.0,80.0,76.0,79.6,73.0,77.4,81.0,73.66666666666667,81.66666666666667,9.2,L. Digne,Lucas Digne
25,187,77,Germany,Paris Saint-Germain,100000,"CAM, CM, LW",77.0,79.0,81.0,86.0,55.0,63.0,81.2,77.2,78.2,75.2,70.5,49.0,10.0,J. Draxler,Julian Draxler
25,185,77,England,Everton,78000,GK,,,,,,,28.8,25.2,58.2,54.0,44.166666666666664,17.666666666666668,83.0,J. Pickford,Jordan Pickford
25,180,71,Belgium,Dalian YiFang FC,23000,LM,90.0,80.0,75.0,87.0,39.0,64.0,81.2,70.8,84.8,73.2,63.166666666666664,39.333333333333336,9.8,Y. Carrasco,Yannick Ferreira Carrasco
26,187,86,Spain,Real Betis,41000,ST,67.0,83.0,63.0,76.0,35.0,82.0,59.8,72.0,69.6,80.4,69.0,27.0,14.2,Borja Iglesias,Borja Iglesias Quintas
27,197,86,Belgium,VfL Wolfsburg,50000,GK,,,,,,,21.4,18.4,53.0,50.2,27.666666666666668,15.666666666666666,81.2,K. Casteels,Koen Casteels
26,180,66,Ivory Coast,Crystal Palace,89000,"CF, LM, LW",91.0,76.0,72.0,88.0,27.0,74.0,70.0,68.4,85.2,71.8,66.16666666666667,26.333333333333332,12.2,W. Zaha,Wilfried Zaha
25,175,72,Spain,Borussia Dortmund,105000,ST,79.0,84.0,68.0,80.0,36.0,63.0,76.2,76.2,82.4,72.4,65.16666666666667,30.333333333333332,10.6,Paco Alcácer,Francisco Alcácer García
26,189,84,Spain,Atlético Madrid,80000,ST,81.0,79.0,71.0,80.0,31.0,72.0,67.2,79.6,72.8,77.0,64.5,23.666666666666668,4.4,Morata,Álvaro Borja Morata Martín
25,190,82,France,West Ham United,120000,ST,72.0,81.0,62.0,76.0,51.0,82.0,60.8,73.8,69.8,77.8,74.0,51.666666666666664,8.0,S. Haller,Sébastien Haller
27,187,83,Portugal,Real Betis,35000,"CDM, CM",42.0,57.0,77.0,74.0,79.0,85.0,74.8,65.0,49.8,73.0,75.33333333333333,77.33333333333333,9.0,William Carvalho,William Silva de Carvalho
25,185,77,Italy,Juventus,130000,"RM, CAM",81.0,75.0,81.0,87.0,60.0,66.0,81.8,72.6,81.4,71.8,72.0,56.666666666666664,12.8,F. Bernardeschi,Federico Bernardeschi
27,178,72,Togo,Getafe CF,35000,CB,72.0,37.0,61.0,61.0,83.0,79.0,56.8,52.8,73.2,65.0,62.666666666666664,83.33333333333333,9.8,D. Djené,Djené Dakonam Ortega
27,181,71,Brazil,Shanghai SIPG FC,29000,"CAM, CM",74.0,76.0,83.0,81.0,55.0,50.0,79.8,72.4,79.6,67.6,65.83333333333333,55.0,12.2,Oscar,Oscar dos Santos Emboaba Júnior
28,189,86,Germany,Eintracht Frankfurt,42000,GK,,,,,,,14.4,14.8,51.4,53.0,31.5,13.0,81.2,K. Trapp,Kevin Trapp
28,184,73,Spain,Real Betis,36000,CB,73.0,61.0,73.0,72.0,82.0,74.0,68.8,63.4,74.2,74.0,71.33333333333333,81.33333333333333,11.6,Bartra,Marc Bartra Aregall
27,174,70,Spain,Paris Saint-Germain,105000,"CAM, CM, RM",75.0,76.0,82.0,84.0,57.0,57.0,81.6,74.0,77.0,62.6,68.83333333333333,54.333333333333336,11.6,Pablo Sarabia,Pablo Sarabia García
30,185,83,Netherlands,Valencia CF,39000,GK,,,,,,,19.8,21.6,56.4,50.4,33.833333333333336,13.666666666666666,81.4,J. Cillessen,Jasper Cillessen
26,174,70,Brazil,Tottenham Hotspur,130000,"CF, RM, LM",92.0,79.0,76.0,87.0,42.0,66.0,78.0,71.2,90.0,75.6,72.66666666666667,39.333333333333336,10.8,Lucas Moura,Lucas Rodrigues M. Silva
26,179,70,France,Olympique de Marseille,60000,"RW, RM",83.0,80.0,81.0,83.0,41.0,69.0,79.6,78.4,81.4,77.8,70.33333333333333,35.333333333333336,10.4,F. Thauvin,Florian Thauvin
27,180,67,Italy,Chelsea,140000,"CM, CDM",55.0,63.0,84.0,81.0,70.0,73.0,80.8,69.6,68.2,68.4,78.83333333333333,69.66666666666667,11.2,Jorginho,Luiz Frello Filho Jorge
41,192,92,Italy,Juventus,58000,GK,,,,,,,24.4,19.0,50.2,48.6,36.666666666666664,11.666666666666666,80.0,G. Buffon,Gianluigi Buffon
38,185,84,Spain,FC Porto,11000,GK,,,,,,,21.6,17.0,59.2,49.4,36.166666666666664,16.0,78.2,Casillas,Iker Casillas Fernández
34,190,86,Norway,Hertha BSC,33000,GK,,,,,,,18.4,19.4,48.4,47.0,28.833333333333332,12.0,81.4,R. Jarstein,Rune  Almenning Jarstein
33,190,85,Belgium,RSC Anderlecht,31000,CB,50.0,53.0,65.0,64.0,84.0,79.0,62.4,61.6,54.0,68.2,68.16666666666667,83.66666666666667,7.6,V. Kompany,Vincent Kompany
33,190,82,Spain,Villarreal CF,45000,CB,48.0,41.0,61.0,63.0,86.0,72.0,60.0,49.4,57.4,64.0,61.0,87.0,7.2,Raúl Albiol,Raúl Albiol Tortajada
36,180,79,Italy,Sampdoria,46000,ST,69.0,89.0,75.0,80.0,30.0,65.0,78.4,78.2,73.8,77.2,67.16666666666667,23.666666666666668,5.2,F. Quagliarella,Fabio Quagliarella
32,189,89,Denmark,Leicester City,82000,GK,,,,,,,25.2,21.0,61.2,46.2,36.666666666666664,13.666666666666666,81.0,K. Schmeichel,Kasper Schmeichel
33,177,72,Colombia,AS Monaco,64000,ST,65.0,82.0,69.0,77.0,43.0,72.0,73.2,78.2,72.4,76.8,73.33333333333333,33.333333333333336,8.6,Falcao,Radamel Falcao García Zárate
34,186,78,Brazil,Jiangsu Suning FC,32000,CB,64.0,49.0,60.0,68.0,84.0,74.0,55.6,58.4,65.2,65.6,66.33333333333333,84.33333333333333,10.6,Miranda,João Miranda de Souza Filho
30,177,77,Mexico,Los Angeles FC,17000,"RW, LW, CAM",80.0,82.0,78.0,84.0,31.0,67.0,78.0,78.6,81.0,73.2,69.0,22.333333333333332,10.6,C. Vela,Carlos Alberto Vela Garrido
32,189,90,Argentina,Valencia CF,48000,CB,43.0,60.0,67.0,62.0,82.0,81.0,66.2,62.8,49.2,75.8,69.0,82.66666666666667,12.0,E. Garay,Ezequiel Marcelo Garay
31,190,84,Portugal,Wolverhampton Wanderers,82000,GK,,,,,,,19.8,16.6,60.4,54.0,39.333333333333336,12.666666666666666,80.8,Rui Patrício,Rui Pedro dos Santos Patrício
31,176,77,Belgium,Cagliari,51000,"CAM, CM",72.0,79.0,78.0,83.0,83.0,82.0,77.8,73.2,77.4,82.0,80.16666666666667,86.33333333333333,11.0,R. Nainggolan,Radja Nainggolan
31,174,71,Argentina,Sevilla FC,26000,"CDM, CM, CAM",61.0,73.0,84.0,82.0,77.0,70.0,83.4,70.8,70.8,70.0,79.83333333333333,79.0,9.0,E. Banega,Éver Maximiliano David Banega
30,188,86,Spain,Atlético Madrid,80000,ST,73.0,82.0,64.0,75.0,49.0,85.0,66.4,76.0,67.2,76.8,74.83333333333333,42.333333333333336,11.0,Diego Costa,Diego da Silva Costa
32,189,90,Germany,Juventus,135000,"CM, CDM",51.0,74.0,78.0,77.0,80.0,80.0,73.6,75.8,58.8,76.2,79.0,78.66666666666667,9.6,S. Khedira,Sami Khedira
32,189,86,Brazil,Arsenal,105000,CB,61.0,65.0,74.0,70.0,82.0,77.0,74.6,68.8,64.0,75.2,74.5,81.0,10.8,David Luiz,David Luiz Moreira Marinho
31,180,76,Germany,Fenerbahçe SK,105000,"CF, ST, CAM",66.0,83.0,83.0,83.0,45.0,70.0,80.4,78.6,73.6,74.2,74.16666666666667,41.333333333333336,9.2,M. Kruse,Max Kruse
29,182,80,England,Liverpool,115000,"CDM, CM",64.0,70.0,83.0,77.0,78.0,80.0,79.0,73.8,70.4,77.8,77.0,78.33333333333333,9.8,J. Henderson,Jordan Brian Henderson
29,186,77,Iceland,Everton,120000,CAM,56.0,81.0,84.0,80.0,57.0,69.0,83.4,76.8,64.6,77.2,73.33333333333333,56.333333333333336,11.6,G. Sigurðsson,Gylfi Þór Sigurðsson
28,183,76,Wales,Juventus,140000,"CM, CAM",68.0,77.0,79.0,80.0,68.0,74.0,76.0,74.2,72.6,75.4,77.33333333333333,69.33333333333333,8.0,A. Ramsey,Aaron Ramsey
29,179,75,Spain,Real Sociedad,42000,"CDM, CM",54.0,71.0,80.0,79.0,80.0,71.0,77.4,66.8,67.0,69.6,76.16666666666667,82.0,11.8,Illarramendi,Asier Illarramendi Andonegi
29,180,72,Netherlands,Ajax,31000,"CDM, CB, LB",54.0,65.0,80.0,77.0,82.0,74.0,77.2,73.2,67.4,72.0,72.66666666666667,81.66666666666667,11.0,D. Blind,Daley Blind
29,192,85,Finland,Bayer 04 Leverkusen,67000,GK,,,,,,,15.2,11.4,49.4,44.8,29.833333333333332,11.0,80.2,L. Hrádecký,Lukáš Hrádecký
31,183,81,Argentina,Manchester City,145000,CB,56.0,57.0,63.0,59.0,83.0,78.0,56.4,64.4,61.2,71.6,66.5,83.0,9.6,N. Otamendi,Nicolás Hernán Otamendi
31,179,72,Colombia,Juventus,135000,"RM, RW",91.0,72.0,77.0,88.0,66.0,67.0,78.2,70.2,86.4,74.0,73.16666666666667,69.0,7.6,J. Cuadrado,Juan Cuadrado
29,174,66,Senegal,Paris Saint-Germain,100000,CDM,73.0,59.0,70.0,78.0,85.0,78.0,67.6,58.0,78.2,78.6,73.0,85.66666666666667,9.4,I. Gueye,Idrissa Gana Gueye
28,178,67,Slovenia,RB Leipzig,77000,"CM, CAM, CDM",76.0,67.0,80.0,86.0,63.0,62.0,80.4,64.2,81.8,69.2,73.5,62.666666666666664,10.6,K. Kampl,Kevin Kampl
28,182,77,Spain,Valencia CF,60000,ST,90.0,80.0,74.0,82.0,44.0,70.0,74.4,77.8,83.2,76.2,68.0,41.666666666666664,9.2,Rodrigo,Rodrigo Moreno Machado
30,171,70,Chile,Bayer 04 Leverkusen,86000,"CM, CDM",63.0,72.0,82.0,81.0,74.0,73.0,79.4,70.0,75.8,73.8,79.33333333333333,74.0,11.0,C. Aránguiz,Charles Mariano Aránguiz Sandoval
28,170,68,France,AS Monaco,67000,ST,84.0,82.0,77.0,85.0,39.0,61.0,78.2,79.8,86.2,71.0,71.33333333333333,31.0,8.4,W. Ben Yedder,Wissam Ben Yedder
31,192,88,Italy,Lazio,64000,CB,56.0,50.0,61.0,63.0,86.0,82.0,66.4,51.2,52.8,73.8,67.16666666666667,86.0,10.6,F. Acerbi,Francesco Acerbi
27,188,83,Portugal,FC Porto,21000,"CDM, CM",65.0,63.0,72.0,74.0,82.0,85.0,67.2,66.0,64.4,74.0,74.83333333333333,79.33333333333333,11.6,Danilo Pereira,Danilo Luís Hélio Pereira
28,177,73,Croatia,TSG 1899 Hoffenheim,61000,"ST, CAM, LW",73.0,85.0,73.0,85.0,30.0,71.0,75.4,79.0,79.0,76.2,70.33333333333333,27.0,11.6,A. Kramarić,Andrej Kramarić
27,188,83,Brazil,Atlético Mineiro,60000,"ST, CF",81.0,84.0,62.0,72.0,33.0,75.0,64.4,75.8,71.2,78.8,65.66666666666667,25.666666666666668,15.6,Louri Beretta,Lourival Adnan Beretta Barbosa
27,185,80,Brazil,Grêmio,43000,CB,80.0,43.0,56.0,64.0,85.0,77.0,56.2,55.8,78.2,62.4,63.166666666666664,84.66666666666667,13.8,Josué Chiamulera,Josué Durval Chiamulera Vaz
27,177,75,Brazil,Grêmio,51000,"RW, CAM",87.0,77.0,83.0,84.0,35.0,72.0,82.8,76.0,84.0,76.0,70.83333333333333,30.666666666666668,13.0,Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri
22,181,78,Spain,Real Sociedad,39000,"LW, LM, RW",75.0,82.0,79.0,83.0,39.0,61.0,76.4,71.4,76.6,70.4,64.33333333333333,39.0,10.0,Oyarzabal,Mikel Oyarzabal Ugarte
21,178,79,Jamaica,Bayer 04 Leverkusen,65000,"LW, RW",91.0,77.0,75.0,84.0,33.0,64.0,78.2,72.0,86.6,75.2,63.666666666666664,30.0,12.0,L. Bailey,Leon Bailey Butler
22,175,73,Brazil,Manchester City,140000,ST,85.0,80.0,72.0,86.0,39.0,71.0,73.4,74.6,87.0,75.0,71.16666666666667,31.666666666666668,9.6,Gabriel Jesus,Gabriel Fernando de Jesus
25,176,78,Croatia,Chelsea,125000,CM,76.0,68.0,81.0,86.0,67.0,70.0,80.4,68.0,79.0,71.6,73.33333333333333,68.33333333333333,6.8,M. Kovačić,Mateo Kovačić
25,181,72,Italy,Torino,63000,ST,77.0,81.0,57.0,77.0,41.0,82.0,63.0,72.8,76.6,78.8,68.66666666666667,36.666666666666664,10.6,A. Belotti,Andrea Belotti
24,193,78,Albania,Lazio,39000,GK,,,,,,,15.4,16.8,50.6,43.0,32.166666666666664,16.666666666666668,80.6,T. Strakosha,Thomas Strakosha
24,172,64,Guinea,Liverpool,95000,"CM, CDM",71.0,73.0,76.0,88.0,65.0,66.0,77.2,66.8,80.6,67.4,74.5,64.66666666666667,11.8,N. Keïta,Naby Keïta
23,168,64,Uruguay,Arsenal,80000,"CDM, CM",75.0,67.0,77.0,80.0,81.0,75.0,76.6,68.4,81.6,71.2,73.5,81.66666666666667,7.8,L. Torreira,Lucas Torreira Di Pascua
22,180,80,Portugal,Wolverhampton Wanderers,89000,CM,62.0,74.0,83.0,76.0,70.0,73.0,82.0,72.0,67.4,76.4,77.66666666666667,70.66666666666667,11.2,Rúben Neves,Rúben Diogo da Silva Neves
23,189,80,France,Paris Saint-Germain,75000,CB,75.0,39.0,67.0,67.0,81.0,83.0,58.6,56.8,72.4,67.0,66.66666666666667,80.33333333333333,10.6,P. Kimpembe,Presnel Kimpembe
21,178,78,Netherlands,PSV,22000,"RW, CAM, LW",89.0,75.0,76.0,85.0,40.0,73.0,75.4,71.6,85.2,78.0,62.166666666666664,36.333333333333336,12.8,S. Bergwijn,Steven Bergwijn
23,187,93,Cameroon,Ajax,18000,GK,,,,,,,27.4,18.6,65.4,53.6,33.5,14.666666666666666,81.8,A. Onana,André Onana
25,177,67,Portugal,FC Barcelona,150000,RB,92.0,57.0,69.0,81.0,77.0,75.0,63.2,60.4,87.0,74.0,68.83333333333333,79.33333333333333,12.8,Nélson Semedo,Nélson Cabral Semedo
26,195,94,France,Paris Saint-Germain,71000,GK,,,,,,,20.6,23.4,61.0,52.8,34.333333333333336,14.333333333333334,81.2,A. Areola,Alphonse Areola
26,188,77,Italy,Juventus,90000,GK,,,,,,,20.2,17.2,58.0,45.4,31.0,17.0,80.2,M. Perin,Mattia Perin
24,190,84,Italy,Juventus,95000,CB,64.0,39.0,55.0,64.0,85.0,74.0,52.8,52.2,64.2,65.0,57.0,84.66666666666667,6.0,D. Rugani,Daniele Rugani
24,171,68,Argentina,Atlético Madrid,59000,"RM, ST",83.0,80.0,75.0,86.0,54.0,65.0,77.2,75.8,83.4,69.8,66.33333333333333,51.666666666666664,11.2,A. Correa,Ángel Correa
25,186,79,Spain,Athletic Club de Bilbao,36000,"ST, RW",94.0,80.0,72.0,80.0,41.0,82.0,71.0,76.0,82.4,82.6,65.5,40.333333333333336,13.2,Iñaki Williams,Iñaki Williams Arthuer
23,175,70,Mexico,PSV,26000,"RW, LW",93.0,76.0,73.0,83.0,41.0,66.0,73.6,71.4,87.4,71.6,68.83333333333333,35.333333333333336,11.8,H. Lozano,Hirving Rodrigo Lozano Bahena
24,173,74,Portugal,AS Monaco,47000,"RM, RW",95.0,71.0,74.0,86.0,47.0,61.0,73.0,70.2,91.6,68.0,68.0,45.333333333333336,8.6,Gelson Martins,Gelson Dany Batalha Martins
28,186,78,France,AS Monaco,42000,GK,,,,,,,18.8,12.2,44.6,44.0,30.166666666666668,13.333333333333334,80.4,B. Lecomte,Benjamin Lecomte
26,185,77,Ghana,Atlético Madrid,68000,"CM, CDM, RM",73.0,72.0,77.0,77.0,79.0,84.0,73.2,67.8,69.2,83.6,72.66666666666667,81.0,9.8,T. Partey,Thomas Partey
25,182,72,Germany,Bayer 04 Leverkusen,75000,CM,67.0,74.0,82.0,84.0,64.0,70.0,83.8,67.2,74.8,73.8,76.33333333333333,61.666666666666664,13.6,K. Demirbay,Kerem Demirbay
